experience_coding,python_user,r_user,sql_user,most_used,compensation,Category
5.8,TRUE,TRUE,TRUE,Scikit-learn,69947,5-10 Years
3.7,TRUE,TRUE,TRUE,Keras,5668,< 5 Years
0,FALSE,FALSE,FALSE,,2579,< 5 Years
2,TRUE,FALSE,FALSE,Scikit-learn,70922,< 5 Years
0.97,TRUE,FALSE,FALSE,Scikit-learn,63562,< 5 Years
0.42,TRUE,TRUE,FALSE,,51161,< 5 Years
21.2,FALSE,FALSE,FALSE,Scikit-learn,2987,20-25 Years
9,TRUE,FALSE,FALSE,TensorFlow,66498,5-10 Years
19.8,TRUE,FALSE,FALSE,Keras,34649,15-20 Years
1.3,TRUE,FALSE,FALSE,Keras,61897,< 5 Years
0.7,TRUE,FALSE,FALSE,,44312,< 5 Years
0.93,FALSE,FALSE,FALSE,,50860,< 5 Years
0,FALSE,FALSE,FALSE,,58475,< 5 Years
7.2,TRUE,FALSE,FALSE,PyTorch,25651,5-10 Years
1.9,TRUE,FALSE,TRUE,,57955,< 5 Years
1,TRUE,FALSE,TRUE,TensorFlow,69658,< 5 Years
0.94,FALSE,FALSE,FALSE,TensorFlow,72235,< 5 Years
2.8,TRUE,FALSE,FALSE,Keras,4568,< 5 Years
0.75,TRUE,FALSE,FALSE,TensorFlow,74244,< 5 Years
5.2,TRUE,FALSE,FALSE,TensorFlow,59311,5-10 Years
4.1,TRUE,FALSE,FALSE,Scikit-learn,72958,< 5 Years
2.5,TRUE,FALSE,FALSE,TensorFlow,4622,< 5 Years
1.3,TRUE,FALSE,TRUE,Scikit-learn,62440,< 5 Years
0.79,TRUE,FALSE,TRUE,Scikit-learn,60602,< 5 Years
2.1,TRUE,FALSE,FALSE,,74608,< 5 Years
11.5,TRUE,FALSE,TRUE,Keras,177714,10-15 Years
16.8,TRUE,TRUE,TRUE,,1071,15-20 Years
1.7,TRUE,FALSE,FALSE,,51874,< 5 Years
0.67,FALSE,FALSE,FALSE,,52050,< 5 Years
4,TRUE,FALSE,FALSE,PyTorch,24610,< 5 Years
17,FALSE,FALSE,TRUE,,19258,15-20 Years
1,FALSE,FALSE,FALSE,Scikit-learn,61841,< 5 Years
2.2,TRUE,TRUE,TRUE,Keras,4260,< 5 Years
4.4,FALSE,FALSE,FALSE,Scikit-learn,53952,< 5 Years
7.1,TRUE,FALSE,FALSE,PyTorch,51975,5-10 Years
1.1,TRUE,TRUE,TRUE,Scikit-learn,69367,< 5 Years
20.4,TRUE,FALSE,TRUE,,202944,20-25 Years
1.9,TRUE,FALSE,FALSE,Scikit-learn,2666,< 5 Years
0.49,TRUE,FALSE,FALSE,,53111,< 5 Years
8.5,TRUE,FALSE,FALSE,,65847,5-10 Years
3.8,TRUE,FALSE,TRUE,,67617,< 5 Years
7.4,TRUE,FALSE,FALSE,Keras,86798,5-10 Years
2.7,TRUE,FALSE,TRUE,,66529,< 5 Years
0.42,TRUE,TRUE,FALSE,,64667,< 5 Years
0.3,TRUE,FALSE,FALSE,,54496,< 5 Years
8.5,FALSE,FALSE,TRUE,,86298,5-10 Years
16,TRUE,TRUE,TRUE,TensorFlow,95970,15-20 Years
0.69,TRUE,FALSE,FALSE,Scikit-learn,69102,< 5 Years
1,TRUE,FALSE,TRUE,,60002,< 5 Years
1.7,TRUE,FALSE,FALSE,PyTorch,68714,< 5 Years
2.4,TRUE,FALSE,FALSE,PyTorch,58785,< 5 Years
2,TRUE,FALSE,TRUE,PyTorch,59201,< 5 Years
0.62,TRUE,FALSE,FALSE,,299,< 5 Years
6.4,TRUE,FALSE,TRUE,,43227,5-10 Years
2.3,TRUE,FALSE,FALSE,Scikit-learn,62,< 5 Years
17.9,FALSE,FALSE,FALSE,,7533,15-20 Years
2.7,TRUE,FALSE,FALSE,,54502,< 5 Years
5.7,TRUE,FALSE,TRUE,Keras,58450,5-10 Years
2.2,TRUE,FALSE,FALSE,Scikit-learn,2284,< 5 Years
1.3,TRUE,TRUE,FALSE,,53686,< 5 Years
15.7,TRUE,FALSE,FALSE,PyTorch,9780,15-20 Years
9.2,TRUE,FALSE,FALSE,PyTorch,151974,5-10 Years
5.7,TRUE,TRUE,FALSE,TensorFlow,639,5-10 Years
2.2,TRUE,FALSE,FALSE,Scikit-learn,50788,< 5 Years
0.39,FALSE,FALSE,FALSE,,70445,< 5 Years
3.9,TRUE,FALSE,FALSE,Scikit-learn,69476,< 5 Years
28.7,TRUE,TRUE,FALSE,PyTorch,109363,25+ Years
4.2,TRUE,TRUE,TRUE,Scikit-learn,72324,< 5 Years
0.72,TRUE,FALSE,FALSE,Scikit-learn,69996,< 5 Years
5.4,TRUE,TRUE,FALSE,PyTorch,69310,5-10 Years
4.9,FALSE,FALSE,FALSE,,5651,< 5 Years
3.6,TRUE,TRUE,FALSE,,59992,< 5 Years
9.2,TRUE,FALSE,TRUE,Scikit-learn,387216,5-10 Years
1.3,TRUE,FALSE,TRUE,,55877,< 5 Years
8.4,TRUE,TRUE,FALSE,Scikit-learn,4785,5-10 Years
4,TRUE,FALSE,FALSE,,74091,< 5 Years
14.7,TRUE,FALSE,FALSE,Scikit-learn,318988,10-15 Years
1,TRUE,FALSE,TRUE,Scikit-learn,669,< 5 Years
3.4,TRUE,FALSE,FALSE,Scikit-learn,73624,< 5 Years
9.1,TRUE,FALSE,TRUE,Scikit-learn,903,5-10 Years
1.8,TRUE,FALSE,FALSE,TensorFlow,103688,< 5 Years
0.21,TRUE,FALSE,TRUE,,70213,< 5 Years
2.9,TRUE,FALSE,FALSE,TensorFlow,62662,< 5 Years
0.95,TRUE,FALSE,FALSE,Scikit-learn,95372,< 5 Years
3.5,FALSE,FALSE,FALSE,,21151,< 5 Years
0.71,TRUE,TRUE,TRUE,,61326,< 5 Years
2.6,FALSE,FALSE,FALSE,,169907,< 5 Years
3.5,TRUE,FALSE,TRUE,TensorFlow,1109,< 5 Years
0.26,TRUE,FALSE,FALSE,Scikit-learn,930,< 5 Years
0.97,TRUE,FALSE,FALSE,Scikit-learn,61958,< 5 Years
2.2,TRUE,TRUE,TRUE,Scikit-learn,5223,< 5 Years
0.69,TRUE,FALSE,FALSE,,58233,< 5 Years
0.85,TRUE,TRUE,TRUE,Scikit-learn,54769,< 5 Years
4.3,TRUE,FALSE,FALSE,Scikit-learn,177,< 5 Years
2,TRUE,FALSE,TRUE,Scikit-learn,14466,< 5 Years
1.8,TRUE,TRUE,TRUE,Scikit-learn,1650,< 5 Years
29.3,TRUE,FALSE,FALSE,PyTorch,2905,25+ Years
4.7,TRUE,FALSE,FALSE,Keras,49962,< 5 Years
3.4,TRUE,FALSE,FALSE,,217,< 5 Years
1.7,TRUE,TRUE,TRUE,TensorFlow,311,< 5 Years
19.9,TRUE,FALSE,TRUE,TensorFlow,77258,15-20 Years
0,FALSE,FALSE,FALSE,,115,< 5 Years
2.4,TRUE,TRUE,TRUE,Scikit-learn,212,< 5 Years
1.1,TRUE,FALSE,FALSE,,69380,< 5 Years
1.7,TRUE,FALSE,TRUE,,4762,< 5 Years
7.9,TRUE,FALSE,TRUE,Scikit-learn,64208,5-10 Years
0,FALSE,FALSE,FALSE,,42,< 5 Years
3,TRUE,FALSE,FALSE,Keras,61891,< 5 Years
28.9,TRUE,TRUE,TRUE,PyTorch,3476,25+ Years
2,FALSE,FALSE,FALSE,,72586,< 5 Years
18.6,TRUE,FALSE,TRUE,Scikit-learn,42247,15-20 Years
23.5,TRUE,FALSE,TRUE,Scikit-learn,204677,20-25 Years
0.75,TRUE,TRUE,TRUE,TensorFlow,66785,< 5 Years
21.3,TRUE,TRUE,FALSE,Scikit-learn,90717,20-25 Years
0.93,TRUE,FALSE,TRUE,Scikit-learn,63363,< 5 Years
0.42,TRUE,FALSE,TRUE,,54435,< 5 Years
0,FALSE,FALSE,FALSE,,13135,< 5 Years
19.2,TRUE,FALSE,TRUE,Scikit-learn,386989,15-20 Years
4.5,TRUE,FALSE,FALSE,Keras,56620,< 5 Years
1.6,TRUE,FALSE,FALSE,Scikit-learn,72778,< 5 Years
0,FALSE,FALSE,FALSE,,831,< 5 Years
19.6,TRUE,FALSE,TRUE,,28142,15-20 Years
13,TRUE,FALSE,FALSE,Scikit-learn,1599,10-15 Years
1.6,TRUE,FALSE,FALSE,Scikit-learn,62149,< 5 Years
0.71,TRUE,FALSE,TRUE,Scikit-learn,53100,< 5 Years
0.37,TRUE,FALSE,FALSE,,68660,< 5 Years
1.2,TRUE,FALSE,FALSE,TensorFlow,72849,< 5 Years
6.4,TRUE,FALSE,FALSE,TensorFlow,49778,5-10 Years
0.91,TRUE,FALSE,FALSE,,74469,< 5 Years
5.6,FALSE,FALSE,TRUE,,39326,5-10 Years
0,FALSE,FALSE,FALSE,,266,< 5 Years
4.5,TRUE,TRUE,TRUE,Scikit-learn,57246,< 5 Years
0.77,TRUE,FALSE,TRUE,Keras,42026,< 5 Years
1.6,TRUE,TRUE,FALSE,,60875,< 5 Years
5.5,FALSE,FALSE,FALSE,,308003,5-10 Years
8.9,TRUE,TRUE,FALSE,Scikit-learn,97493,5-10 Years
8.9,TRUE,FALSE,FALSE,PyTorch,68227,5-10 Years
0.25,FALSE,FALSE,TRUE,,72665,< 5 Years
2.9,TRUE,FALSE,FALSE,Scikit-learn,100786,< 5 Years
22.9,FALSE,TRUE,TRUE,,105999,20-25 Years
0.85,TRUE,FALSE,FALSE,Scikit-learn,60245,< 5 Years
0.43,TRUE,TRUE,TRUE,,61583,< 5 Years
2.7,TRUE,FALSE,FALSE,,71246,< 5 Years
10.6,TRUE,FALSE,FALSE,PyTorch,23032,10-15 Years
2.9,TRUE,FALSE,TRUE,,73179,< 5 Years
3.4,TRUE,FALSE,TRUE,Keras,73984,< 5 Years
0.76,FALSE,TRUE,FALSE,TensorFlow,735,< 5 Years
0.81,TRUE,FALSE,FALSE,,51838,< 5 Years
0.7,TRUE,FALSE,TRUE,Scikit-learn,55805,< 5 Years
1,TRUE,TRUE,TRUE,Keras,453,< 5 Years
6,FALSE,TRUE,TRUE,Keras,38341,5-10 Years
0.45,TRUE,TRUE,TRUE,TensorFlow,58998,< 5 Years
1.7,TRUE,FALSE,TRUE,,55616,< 5 Years
9.1,TRUE,TRUE,TRUE,Scikit-learn,35254,5-10 Years
16.2,TRUE,FALSE,TRUE,Keras,109883,15-20 Years
0.33,TRUE,FALSE,FALSE,,63140,< 5 Years
4.5,TRUE,TRUE,FALSE,Scikit-learn,7076,< 5 Years
2,TRUE,FALSE,TRUE,Scikit-learn,3681,< 5 Years
0.28,TRUE,TRUE,TRUE,,24697,< 5 Years
27.7,TRUE,TRUE,TRUE,Scikit-learn,76479,25+ Years
4.8,TRUE,FALSE,TRUE,,74542,< 5 Years
26.3,TRUE,FALSE,TRUE,TensorFlow,549,25+ Years
2.6,TRUE,FALSE,TRUE,TensorFlow,2646,< 5 Years
3.9,TRUE,FALSE,FALSE,TensorFlow,21639,< 5 Years
0.79,TRUE,FALSE,FALSE,,72850,< 5 Years
0.74,TRUE,TRUE,FALSE,TensorFlow,108,< 5 Years
15.5,FALSE,FALSE,TRUE,TensorFlow,9108,15-20 Years
9.3,FALSE,TRUE,TRUE,,215505,5-10 Years
3.8,TRUE,FALSE,TRUE,,65940,< 5 Years
4.9,TRUE,TRUE,TRUE,Keras,1534,< 5 Years
0.86,TRUE,FALSE,FALSE,,66822,< 5 Years
2.9,TRUE,FALSE,TRUE,,73095,< 5 Years
1.9,TRUE,FALSE,FALSE,,53925,< 5 Years
0.23,TRUE,FALSE,TRUE,TensorFlow,55273,< 5 Years
0,FALSE,FALSE,FALSE,,23062,< 5 Years
27.7,TRUE,TRUE,FALSE,TensorFlow,54147,25+ Years
0.58,TRUE,FALSE,TRUE,,56804,< 5 Years
7.2,TRUE,FALSE,TRUE,Scikit-learn,69909,5-10 Years
10.5,TRUE,FALSE,TRUE,Scikit-learn,19910,10-15 Years
1.9,TRUE,FALSE,FALSE,Scikit-learn,2658,< 5 Years
0.31,FALSE,FALSE,FALSE,,813,< 5 Years
13.8,TRUE,FALSE,FALSE,PyTorch,151356,10-15 Years
29.2,TRUE,FALSE,FALSE,Scikit-learn,51089,25+ Years
3.2,TRUE,FALSE,FALSE,TensorFlow,53030,< 5 Years
2.1,TRUE,TRUE,TRUE,Scikit-learn,56850,< 5 Years
2.4,TRUE,FALSE,FALSE,TensorFlow,57344,< 5 Years
4.4,TRUE,FALSE,FALSE,PyTorch,3570,< 5 Years
3.4,TRUE,FALSE,TRUE,TensorFlow,944,< 5 Years
0.28,TRUE,FALSE,FALSE,Scikit-learn,63540,< 5 Years
3.9,TRUE,FALSE,TRUE,Keras,28532,< 5 Years
12.8,FALSE,FALSE,TRUE,,27256,10-15 Years
17.1,TRUE,FALSE,TRUE,Keras,66934,15-20 Years
3,TRUE,TRUE,FALSE,Scikit-learn,1955,< 5 Years
1.3,TRUE,FALSE,FALSE,Keras,58535,< 5 Years
22.2,TRUE,TRUE,FALSE,Scikit-learn,61796,20-25 Years
1.9,TRUE,FALSE,TRUE,TensorFlow,694,< 5 Years
21,TRUE,FALSE,TRUE,Scikit-learn,41853,20-25 Years
3.8,TRUE,FALSE,TRUE,TensorFlow,59316,< 5 Years
1.7,TRUE,FALSE,FALSE,Keras,3248,< 5 Years
0.48,FALSE,FALSE,FALSE,,54127,< 5 Years
0.79,TRUE,FALSE,TRUE,Scikit-learn,365,< 5 Years
17.3,TRUE,FALSE,TRUE,TensorFlow,5977,15-20 Years
1.8,TRUE,TRUE,FALSE,TensorFlow,15504,< 5 Years
4.3,TRUE,FALSE,TRUE,Scikit-learn,61908,< 5 Years
11.5,TRUE,FALSE,FALSE,Scikit-learn,27899,10-15 Years
2.4,TRUE,FALSE,FALSE,TensorFlow,829,< 5 Years
5.1,TRUE,FALSE,FALSE,PyTorch,1963,5-10 Years
1.4,FALSE,FALSE,FALSE,Scikit-learn,66286,< 5 Years
0.93,TRUE,FALSE,TRUE,TensorFlow,47329,< 5 Years
0.79,FALSE,TRUE,TRUE,,960,< 5 Years
25.2,TRUE,FALSE,TRUE,Scikit-learn,36667,25+ Years
2.4,TRUE,FALSE,TRUE,,11843,< 5 Years
0.23,TRUE,FALSE,FALSE,,77243,< 5 Years
9.2,TRUE,FALSE,TRUE,Scikit-learn,14103,5-10 Years
1.9,TRUE,FALSE,FALSE,TensorFlow,935,< 5 Years
2.9,TRUE,FALSE,FALSE,TensorFlow,55319,< 5 Years
1.8,TRUE,FALSE,FALSE,,67576,< 5 Years
6.4,TRUE,TRUE,TRUE,Scikit-learn,20351,5-10 Years
0,FALSE,FALSE,FALSE,,111622,< 5 Years
7,TRUE,FALSE,TRUE,Scikit-learn,32810,5-10 Years
9.8,TRUE,TRUE,FALSE,PyTorch,11613,5-10 Years
4.3,TRUE,FALSE,TRUE,Keras,1442068,< 5 Years
2.5,TRUE,FALSE,FALSE,PyTorch,94301,< 5 Years
0.63,TRUE,FALSE,FALSE,Scikit-learn,60037,< 5 Years
2.2,TRUE,FALSE,FALSE,Keras,72903,< 5 Years
0.57,TRUE,FALSE,FALSE,,5979,< 5 Years
3.2,TRUE,FALSE,FALSE,PyTorch,62981,< 5 Years
24.1,TRUE,FALSE,TRUE,TensorFlow,109881,20-25 Years
1.6,FALSE,FALSE,FALSE,,360,< 5 Years
26,TRUE,FALSE,TRUE,TensorFlow,12625,25+ Years
0,FALSE,FALSE,FALSE,,45873,< 5 Years
3,TRUE,FALSE,FALSE,TensorFlow,1428,< 5 Years
0.39,TRUE,FALSE,FALSE,Scikit-learn,4235,< 5 Years
22.2,TRUE,TRUE,FALSE,TensorFlow,64735,20-25 Years
22.2,TRUE,FALSE,TRUE,,438291,20-25 Years
0.23,TRUE,TRUE,TRUE,,832,< 5 Years
0.82,TRUE,FALSE,FALSE,PyTorch,59752,< 5 Years
2.7,TRUE,TRUE,FALSE,,20166,< 5 Years
0.58,TRUE,FALSE,FALSE,Scikit-learn,105,< 5 Years
0,FALSE,FALSE,FALSE,,57711,< 5 Years
0.98,TRUE,FALSE,FALSE,Scikit-learn,58317,< 5 Years
1.2,TRUE,TRUE,TRUE,Scikit-learn,73303,< 5 Years
2,TRUE,FALSE,TRUE,Scikit-learn,65539,< 5 Years
16.1,TRUE,TRUE,TRUE,Scikit-learn,176500,15-20 Years
4.8,TRUE,FALSE,FALSE,Scikit-learn,69697,< 5 Years
8,FALSE,FALSE,TRUE,,108677,5-10 Years
0.64,FALSE,FALSE,FALSE,,59584,< 5 Years
4.4,TRUE,FALSE,FALSE,,67871,< 5 Years
2.8,TRUE,FALSE,TRUE,Scikit-learn,906,< 5 Years
4,TRUE,FALSE,FALSE,PyTorch,1613,< 5 Years
5.3,TRUE,FALSE,FALSE,Keras,73966,5-10 Years
4.7,TRUE,FALSE,FALSE,Scikit-learn,56709,< 5 Years
0.5,TRUE,FALSE,TRUE,Scikit-learn,67842,< 5 Years
0.45,TRUE,FALSE,TRUE,,11345,< 5 Years
3.9,TRUE,FALSE,FALSE,PyTorch,49918,< 5 Years
4.6,TRUE,TRUE,FALSE,,74279,< 5 Years
4.4,TRUE,TRUE,FALSE,Keras,52453,< 5 Years
0.53,TRUE,FALSE,TRUE,PyTorch,72978,< 5 Years
0.33,TRUE,FALSE,FALSE,Scikit-learn,53073,< 5 Years
8.4,FALSE,FALSE,TRUE,,1739,5-10 Years
2.2,TRUE,FALSE,FALSE,Scikit-learn,205,< 5 Years
18.4,TRUE,TRUE,TRUE,Keras,67894,15-20 Years
2.5,TRUE,FALSE,FALSE,,55520,< 5 Years
4.8,TRUE,FALSE,TRUE,TensorFlow,1186,< 5 Years
4.8,TRUE,FALSE,FALSE,PyTorch,1655,< 5 Years
0.9,TRUE,FALSE,TRUE,,69176,< 5 Years
1.6,TRUE,FALSE,TRUE,Keras,1338,< 5 Years
2,TRUE,FALSE,FALSE,,72085,< 5 Years
0.39,TRUE,FALSE,FALSE,,606,< 5 Years
2.6,TRUE,FALSE,FALSE,,51735,< 5 Years
2.4,TRUE,FALSE,FALSE,Scikit-learn,54804,< 5 Years
0.63,TRUE,FALSE,FALSE,TensorFlow,559,< 5 Years
2.3,TRUE,FALSE,TRUE,,65769,< 5 Years
1.3,TRUE,FALSE,FALSE,Scikit-learn,62643,< 5 Years
28.1,TRUE,TRUE,FALSE,,201625,25+ Years
11.7,TRUE,FALSE,FALSE,,56310,10-15 Years
9.1,TRUE,FALSE,FALSE,Scikit-learn,11423,5-10 Years
1.2,TRUE,FALSE,TRUE,,9218,< 5 Years
0.98,TRUE,FALSE,TRUE,Scikit-learn,4977,< 5 Years
16.7,FALSE,FALSE,TRUE,,4556,15-20 Years
14.6,TRUE,FALSE,TRUE,Scikit-learn,180917,10-15 Years
11.3,TRUE,FALSE,TRUE,Scikit-learn,2093,10-15 Years
1.8,TRUE,TRUE,FALSE,Keras,57393,< 5 Years
1.1,TRUE,FALSE,FALSE,PyTorch,76848,< 5 Years
0.36,TRUE,FALSE,TRUE,,3193,< 5 Years
7.9,TRUE,FALSE,TRUE,,245421,5-10 Years
1.3,TRUE,FALSE,FALSE,Scikit-learn,70041,< 5 Years
9.3,TRUE,FALSE,TRUE,Scikit-learn,17366,5-10 Years
1.5,TRUE,FALSE,FALSE,Scikit-learn,66443,< 5 Years
5.3,TRUE,TRUE,FALSE,TensorFlow,69981,5-10 Years
0.63,TRUE,TRUE,FALSE,,52010,< 5 Years
11.3,TRUE,FALSE,FALSE,Keras,6957,10-15 Years
3.7,TRUE,TRUE,FALSE,,66808,< 5 Years
9.7,TRUE,FALSE,FALSE,TensorFlow,74425,5-10 Years
2.7,TRUE,FALSE,FALSE,PyTorch,53162,< 5 Years
16.6,FALSE,TRUE,FALSE,PyTorch,74901,15-20 Years
0.86,TRUE,FALSE,TRUE,Keras,72369,< 5 Years
2.1,TRUE,FALSE,TRUE,PyTorch,73450,< 5 Years
0.37,TRUE,FALSE,FALSE,,51646,< 5 Years
17.4,TRUE,FALSE,TRUE,TensorFlow,26176,15-20 Years
0,FALSE,FALSE,FALSE,,20886,< 5 Years
24.5,TRUE,TRUE,FALSE,,1739,20-25 Years
7.8,TRUE,FALSE,TRUE,PyTorch,78048,5-10 Years
1.1,TRUE,FALSE,FALSE,PyTorch,50534,< 5 Years
0.22,TRUE,FALSE,FALSE,Scikit-learn,54353,< 5 Years
1.1,TRUE,FALSE,TRUE,Scikit-learn,54596,< 5 Years
9.8,FALSE,FALSE,FALSE,Scikit-learn,47281,5-10 Years
0.49,TRUE,FALSE,FALSE,Scikit-learn,56334,< 5 Years
2.4,TRUE,FALSE,FALSE,Scikit-learn,946,< 5 Years
0.31,TRUE,FALSE,FALSE,Scikit-learn,9009,< 5 Years
7.9,TRUE,TRUE,FALSE,TensorFlow,44785,5-10 Years
0.87,FALSE,TRUE,TRUE,,4334,< 5 Years
25.5,FALSE,FALSE,FALSE,,2337,25+ Years
8.2,FALSE,FALSE,TRUE,Scikit-learn,18941,5-10 Years
2.1,TRUE,FALSE,TRUE,Scikit-learn,79469,< 5 Years
3.7,TRUE,FALSE,FALSE,TensorFlow,22914,< 5 Years
5.3,TRUE,TRUE,TRUE,TensorFlow,64914,5-10 Years
2,TRUE,FALSE,FALSE,Scikit-learn,61018,< 5 Years
0.41,TRUE,FALSE,FALSE,,23662,< 5 Years
3.3,TRUE,FALSE,FALSE,Scikit-learn,5989,< 5 Years
1.1,TRUE,TRUE,TRUE,Scikit-learn,60248,< 5 Years
3.5,TRUE,FALSE,FALSE,Scikit-learn,69936,< 5 Years
1,TRUE,TRUE,FALSE,,67969,< 5 Years
3.2,TRUE,FALSE,FALSE,TensorFlow,63129,< 5 Years
0.34,TRUE,FALSE,FALSE,PyTorch,654,< 5 Years
2.5,FALSE,FALSE,FALSE,,822,< 5 Years
3.2,TRUE,FALSE,FALSE,TensorFlow,78821,< 5 Years
0.8,TRUE,FALSE,FALSE,,79579,< 5 Years
2.3,TRUE,FALSE,FALSE,,5271,< 5 Years
2.3,TRUE,FALSE,FALSE,Scikit-learn,66634,< 5 Years
13.2,TRUE,FALSE,FALSE,Scikit-learn,52349,10-15 Years
0.25,TRUE,FALSE,TRUE,Scikit-learn,62540,< 5 Years
0.87,TRUE,FALSE,FALSE,,769,< 5 Years
9.4,TRUE,FALSE,TRUE,Scikit-learn,124280,5-10 Years
0.98,FALSE,TRUE,FALSE,,57529,< 5 Years
3.2,TRUE,FALSE,FALSE,Scikit-learn,56650,< 5 Years
2.7,TRUE,TRUE,FALSE,,63166,< 5 Years
0.37,TRUE,TRUE,FALSE,Scikit-learn,939,< 5 Years
3,TRUE,TRUE,TRUE,Keras,20268,< 5 Years
1.8,TRUE,FALSE,TRUE,TensorFlow,176,< 5 Years
3.3,TRUE,FALSE,FALSE,Scikit-learn,267,< 5 Years
26.3,FALSE,TRUE,TRUE,Keras,69833,25+ Years
0.63,TRUE,FALSE,FALSE,Scikit-learn,55208,< 5 Years
0.37,TRUE,FALSE,TRUE,,11342,< 5 Years
2.6,TRUE,FALSE,FALSE,Scikit-learn,52008,< 5 Years
18.9,TRUE,FALSE,FALSE,TensorFlow,8305,15-20 Years
1.3,TRUE,TRUE,FALSE,,62573,< 5 Years
1.6,TRUE,FALSE,FALSE,TensorFlow,1537,< 5 Years
2.3,TRUE,FALSE,FALSE,PyTorch,2623,< 5 Years
2.7,TRUE,FALSE,TRUE,Scikit-learn,7432,< 5 Years
3.1,TRUE,FALSE,TRUE,Scikit-learn,73578,< 5 Years
19.5,TRUE,FALSE,FALSE,Keras,61892,15-20 Years
13.2,TRUE,FALSE,FALSE,Scikit-learn,342531,10-15 Years
4.8,TRUE,FALSE,TRUE,Scikit-learn,4176,< 5 Years
1.3,TRUE,TRUE,TRUE,Scikit-learn,55936,< 5 Years
3.2,TRUE,FALSE,FALSE,Scikit-learn,102887,< 5 Years
0.97,FALSE,TRUE,FALSE,Keras,64238,< 5 Years
0,FALSE,FALSE,FALSE,,3145,< 5 Years
0.82,TRUE,TRUE,TRUE,TensorFlow,524,< 5 Years
1.3,TRUE,FALSE,FALSE,TensorFlow,105,< 5 Years
0.99,TRUE,FALSE,FALSE,,66909,< 5 Years
0.92,TRUE,FALSE,FALSE,Scikit-learn,71584,< 5 Years
1.3,TRUE,FALSE,FALSE,Scikit-learn,2104,< 5 Years
0.96,TRUE,FALSE,FALSE,,67710,< 5 Years
6.6,TRUE,FALSE,TRUE,Scikit-learn,84955,5-10 Years
0.49,TRUE,FALSE,FALSE,Scikit-learn,54687,< 5 Years
0.53,TRUE,FALSE,TRUE,Scikit-learn,107958,< 5 Years
2.7,TRUE,FALSE,TRUE,,63473,< 5 Years
2.6,TRUE,FALSE,FALSE,,61899,< 5 Years
10.7,TRUE,FALSE,FALSE,TensorFlow,117450,10-15 Years
1.5,TRUE,FALSE,FALSE,,55320,< 5 Years
0,FALSE,FALSE,FALSE,,65128,< 5 Years
4.6,TRUE,FALSE,FALSE,PyTorch,11692,< 5 Years
27.9,TRUE,TRUE,TRUE,TensorFlow,102429,25+ Years
2.6,TRUE,TRUE,FALSE,TensorFlow,12593,< 5 Years
0.99,TRUE,TRUE,FALSE,Scikit-learn,53577,< 5 Years
0.48,TRUE,TRUE,FALSE,,21834,< 5 Years
0.89,TRUE,FALSE,TRUE,Scikit-learn,86,< 5 Years
4,TRUE,FALSE,TRUE,PyTorch,1286,< 5 Years
1.7,TRUE,FALSE,FALSE,TensorFlow,11870,< 5 Years
6,TRUE,FALSE,FALSE,Keras,40166,5-10 Years
18.6,TRUE,FALSE,TRUE,Scikit-learn,90728,15-20 Years
12.5,TRUE,TRUE,TRUE,PyTorch,83205,10-15 Years
5.1,TRUE,FALSE,TRUE,PyTorch,23746,5-10 Years
8.2,TRUE,TRUE,TRUE,TensorFlow,21725,5-10 Years
3.4,TRUE,FALSE,FALSE,,53937,< 5 Years
5.8,TRUE,FALSE,FALSE,Keras,64401,5-10 Years
11.8,FALSE,FALSE,FALSE,,212799,10-15 Years
20.4,TRUE,FALSE,TRUE,Keras,291442,20-25 Years
4.2,TRUE,TRUE,FALSE,TensorFlow,702,< 5 Years
28.8,TRUE,FALSE,FALSE,PyTorch,73890,25+ Years
0.95,FALSE,FALSE,FALSE,Keras,5318,< 5 Years
2.1,TRUE,TRUE,FALSE,,69114,< 5 Years
1.5,TRUE,FALSE,FALSE,PyTorch,59734,< 5 Years
5.3,TRUE,FALSE,TRUE,Keras,780,5-10 Years
3.6,FALSE,TRUE,FALSE,,206028,< 5 Years
4.4,TRUE,FALSE,FALSE,Scikit-learn,60050,< 5 Years
4.4,TRUE,FALSE,FALSE,PyTorch,70775,< 5 Years
25.4,TRUE,FALSE,FALSE,,67993,25+ Years
1.4,FALSE,FALSE,TRUE,,1404,< 5 Years
0.22,TRUE,FALSE,FALSE,Scikit-learn,59585,< 5 Years
0.65,TRUE,TRUE,TRUE,Scikit-learn,57676,< 5 Years
4.3,TRUE,FALSE,FALSE,TensorFlow,103087,< 5 Years
1.5,TRUE,FALSE,TRUE,Keras,83662,< 5 Years
1.8,TRUE,FALSE,TRUE,Scikit-learn,53017,< 5 Years
9.2,FALSE,TRUE,FALSE,,69313,5-10 Years
2.4,TRUE,FALSE,FALSE,,68465,< 5 Years
0.56,TRUE,FALSE,FALSE,Scikit-learn,23623,< 5 Years
2.3,FALSE,FALSE,TRUE,,52692,< 5 Years
0.79,FALSE,FALSE,FALSE,PyTorch,106,< 5 Years
1.8,TRUE,FALSE,FALSE,TensorFlow,71960,< 5 Years
14.9,TRUE,FALSE,FALSE,Scikit-learn,16944,10-15 Years
0.74,TRUE,FALSE,FALSE,Keras,5055,< 5 Years
1.2,TRUE,FALSE,FALSE,Scikit-learn,54859,< 5 Years
0.35,TRUE,FALSE,TRUE,Scikit-learn,65658,< 5 Years
